,year,month,area,type,kw
1823,2019,7,3,0,192226437
1824,2019,7,4,1,45306340
1825,2019,7,4,2,64309164
1826,2019,7,4,3,4896429
1827,2019,7,4,4,172257048
1828,2019,7,4,5,2201920
1829,2019,7,4,6,1888694
1830,2019,7,4,7,840176
1831,2019,7,4,0,291699771
1832,2019,7,5,1,24576524
1833,2019,7,5,2,25532012
1834,2019,7,5,3,2779479
1835,2019,7,5,4,2710866
1836,2019,7,5,5,558450
1837,2019,7,5,6,907773
1838,2019,7,5,7,297377
1839,2019,7,5,0,57362481
1840,2020,7,1,1,13519172
1841,2020,7,1,2,30635433
1842,2020,7,1,3,3051872
1843,2020,7,1,4,2571920
1844,2020,7,1,5,80930
1845,2020,7,1,6,748355
1846,2020,7,1,7,518666
1847,2020,7,1,0,51126348
1848,2020,7,2,1,36998036
1849,2020,7,2,2,66159620
1850,2020,7,2,3,1693170
1851,2020,7,2,4,26774881
1852,2020,7,2,5,551581
1853,2020,7,2,6,830295
1854,2020,7,2,7,1065024
1855,2020,7,2,0,134072607
1856,2020,7,3,1,51841851
1857,2020,7,3,2,60126596
1858,2020,7,3,3,11347332
1859,2020,7,3,4,66818100
1860,2020,7,3,5,1327216
1861,2020,7,3,6,1324041
1862,2020,7,3,7,899319
1863,2020,7,3,0,193684455
1864,2020,7,4,1,49161169
1865,2020,7,4,2,64882502
1866,2020,7,4,3,4097452
1867,2020,7,4,4,164209885
1868,2020,7,4,5,2340966
1869,2020,7,4,6,1905185
1870,2020,7,4,7,727774
1871,2020,7,4,0,287324933
1872,2020,7,5,1,25673086
1873,2020,7,5,2,25073924
1874,2020,7,5,3,2265545
1875,2020,7,5,4,2791355
1876,2020,7,5,5,552634
1877,2020,7,5,6,884389
1878,2020,7,5,7,288263
1879,2020,7,5,0,57529196
1880,2021,7,1,1,15531997
1881,2021,7,1,2,33429183
1882,2021,7,1,3,3149856
1883,2021,7,1,4,2975447
1884,2021,7,1,5,78215
1885,2021,7,1,6,753821
1886,2021,7,1,7,503938
1887,2021,7,1,0,56422457
1888,2021,7,2,1,38493779
1889,2021,7,2,2,70265342
1890,2021,7,2,3,2135316
1891,2021,7,2,4,28955406
1892,2021,7,2,5,371953
1893,2021,7,2,6,776539
1894,2021,7,2,7,1111963
1895,2021,7,2,0,142110298
1896,2021,7,3,1,58754741
1897,2021,7,3,2,66846417
1898,2021,7,3,3,13473177
1899,2021,7,3,4,68061947
1900,2021,7,3,5,1533318
1901,2021,7,3,6,1273830
1902,2021,7,3,7,1010607
1903,2021,7,3,0,210954037
1904,2021,7,4,1,53007515
1905,2021,7,4,2,72031208
1906,2021,7,4,3,4939928
1907,2021,7,4,4,180948376
1908,2021,7,4,5,2745292
1909,2021,7,4,6,1830508
1910,2021,7,4,7,744851
1911,2021,7,4,0,316247678
1912,2021,7,5,1,28993083
1913,2021,7,5,2,28438303
1914,2021,7,5,3,2895440
1915,2021,7,5,4,3014872
1916,2021,7,5,5,722776
1917,2021,7,5,6,899271
1918,2021,7,5,7,247402
1919,2021,7,5,0,65211147
1920,2022,7,1,1,17680698
1921,2022,7,1,2,35808300
1922,2022,7,1,3,3458117
1923,2022,7,1,4,3099707
1924,2022,7,1,5,181332
1925,2022,7,1,6,744172
1926,2022,7,1,7,470317
1927,2022,7,1,0,61442643
1928,2022,7,2,1,42389225
1929,2022,7,2,2,74988373
1930,2022,7,2,3,2555304
1931,2022,7,2,4,29932801
1932,2022,7,2,5,483792
1933,2022,7,2,6,708387
1934,2022,7,2,7,1078274
1935,2022,7,2,0,152136156
1936,2022,7,3,1,65021497
1937,2022,7,3,2,72620595
1938,2022,7,3,3,14645645
1939,2022,7,3,4,72369556
1940,2022,7,3,5,1526691
1941,2022,7,3,6,1190104
1942,2022,7,3,7,1070863
1943,2022,7,3,0,228444951
1944,2022,7,4,1,59152230
1945,2022,7,4,2,80567514
1946,2022,7,4,3,5716580
1947,2022,7,4,4,173223986
1948,2022,7,4,5,3513418
1949,2022,7,4,6,1881172
1950,2022,7,4,7,668494
1951,2022,7,4,0,324723394
1952,2022,7,5,1,31754687
1953,2022,7,5,2,31214262
1954,2022,7,5,3,3335879
1955,2022,7,5,4,3902396
1956,2022,7,5,5,737684
1957,2022,7,5,6,869580
1958,2022,7,5,7,236946
1959,2022,7,5,0,72051434
1960,2016,8,1,1,13578474
1961,2016,8,1,2,38566172
1962,2016,8,1,3,3767835
1963,2016,8,1,4,2657209
1964,2016,8,1,5,86629
1965,2016,8,1,6,617871
1966,2016,8,1,7,966987
1967,2016,8,1,0,60241177
1968,2016,8,2,1,44779573
1969,2016,8,2,2,79227882
1970,2016,8,2,3,1831151
1971,2016,8,2,4,24870163
1972,2016,8,2,5,483315
1973,2016,8,2,6,935717
1974,2016,8,2,7,1526618
1975,2016,8,2,0,153654419
1976,2016,8,3,1,61609255
1977,2016,8,3,2,74345442
1978,2016,8,3,3,12398241
1979,2016,8,3,4,68311391
1980,2016,8,3,5,2050312
1981,2016,8,3,6,1226610
1982,2016,8,3,7,1529062
1983,2016,8,3,0,221470313
1984,2016,8,4,1,55397050
1985,2016,8,4,2,71435398
1986,2016,8,4,3,4974129
1987,2016,8,4,4,171210586
1988,2016,8,4,5,2976293
1989,2016,8,4,6,2058513
1990,2016,8,4,7,994723
1991,2016,8,4,0,309046692
1992,2016,8,5,1,31341266
1993,2016,8,5,2,30382632
1994,2016,8,5,3,2745073
1995,2016,8,5,4,2862644
1996,2016,8,5,5,740838
1997,2016,8,5,6,888463
1998,2016,8,5,7,339825
1999,2016,8,5,0,69300741
2000,2017,8,1,1,14154487
2001,2017,8,1,2,39082244
2002,2017,8,1,3,3758165
2003,2017,8,1,4,2627517
2004,2017,8,1,5,83679
2005,2017,8,1,6,570603
2006,2017,8,1,7,566626
2007,2017,8,1,0,60843321
2008,2017,8,2,1,47527646
2009,2017,8,2,2,80772279
2010,2017,8,2,3,2043946
2011,2017,8,2,4,20435723
2012,2017,8,2,5,478292
2013,2017,8,2,6,900337
2014,2017,8,2,7,1393875
2015,2017,8,2,0,153552098
2016,2017,8,3,1,62893794
2017,2017,8,3,2,74400956
2018,2017,8,3,3,12744231
2019,2017,8,3,4,70402265
2020,2017,8,3,5,1962370
2021,2017,8,3,6,1206731
2022,2017,8,3,7,1417506
2023,2017,8,3,0,225027853
2024,2017,8,4,1,59535552
2025,2017,8,4,2,75533050
2026,2017,8,4,3,4992671
2027,2017,8,4,4,177796163
2028,2017,8,4,5,2868282
2029,2017,8,4,6,1972458
2030,2017,8,4,7,805313
2031,2017,8,4,0,323503489
2032,2017,8,5,1,31215771
2033,2017,8,5,2,30475621
2034,2017,8,5,3,2872569
2035,2017,8,5,4,3972724
2036,2017,8,5,5,674077
2037,2017,8,5,6,827648
2038,2017,8,5,7,306866
2039,2017,8,5,0,70345276
2040,2018,8,1,1,16939199
2041,2018,8,1,2,41800347
2042,2018,8,1,3,4011879
2043,2018,8,1,4,3032969
2044,2018,8,1,5,109550
2045,2018,8,1,6,705870
2046,2018,8,1,7,702840
2047,2018,8,1,0,67302654
2048,2018,8,2,1,54576578
2049,2018,8,2,2,85865973
2050,2018,8,2,3,2271461
2051,2018,8,2,4,27485754
2052,2018,8,2,5,639730
2053,2018,8,2,6,915491
2054,2018,8,2,7,1427207
2055,2018,8,2,0,173182194
2056,2018,8,3,1,76147900
2057,2018,8,3,2,80959823
2058,2018,8,3,3,13742279
2059,2018,8,3,4,68588742
2060,2018,8,3,5,2214374
2061,2018,8,3,6,1225489
2062,2018,8,3,7,1207525
2063,2018,8,3,0,244086132
2064,2018,8,4,1,69389912
2065,2018,8,4,2,82780145
2066,2018,8,4,3,5385253
2067,2018,8,4,4,166135792
2068,2018,8,4,5,3495892
2069,2018,8,4,6,1977840
2070,2018,8,4,7,708151
2071,2018,8,4,0,329872985
2072,2018,8,5,1,37151434
2073,2018,8,5,2,33440286
2074,2018,8,5,3,3139441
2075,2018,8,5,4,3609318
2076,2018,8,5,5,882552
2077,2018,8,5,6,975944
2078,2018,8,5,7,271889
2079,2018,8,5,0,79470864
2080,2019,8,1,1,15887122
2081,2019,8,1,2,38285680
2082,2019,8,1,3,3493506
2083,2019,8,1,4,2734569
2084,2019,8,1,5,89536
2085,2019,8,1,6,754000
2086,2019,8,1,7,548818
2087,2019,8,1,0,61793231
2088,2019,8,2,1,45892262
2089,2019,8,2,2,79179037
2090,2019,8,2,3,1825392
2091,2019,8,2,4,26313035
2092,2019,8,2,5,502898
2093,2019,8,2,6,928850
2094,2019,8,2,7,1292846
2095,2019,8,2,0,155934320
2096,2019,8,3,1,67057834
2097,2019,8,3,2,74958929
2098,2019,8,3,3,12737273
2099,2019,8,3,4,65911500
2100,2019,8,3,5,1919335
2101,2019,8,3,6,1400597
2102,2019,8,3,7,1124125
2103,2019,8,3,0,225109593
2104,2019,8,4,1,60554363
2105,2019,8,4,2,77731582
2106,2019,8,4,3,4481523
2107,2019,8,4,4,158254330
2108,2019,8,4,5,3006513
2109,2019,8,4,6,2032209
2110,2019,8,4,7,730572
2111,2019,8,4,0,306791092
2112,2019,8,5,1,33500565
2113,2019,8,5,2,31057972
2114,2019,8,5,3,2660794
2115,2019,8,5,4,3100911
2116,2019,8,5,5,808255
2117,2019,8,5,6,971122
2118,2019,8,5,7,267543
2119,2019,8,5,0,72367162
2120,2020,8,1,1,16470421
2121,2020,8,1,2,34044106
2122,2020,8,1,3,2953626
2123,2020,8,1,4,2842724
2124,2020,8,1,5,92247
2125,2020,8,1,6,756887
2126,2020,8,1,7,578937
2127,2020,8,1,0,57738948
2128,2020,8,2,1,43615802
2129,2020,8,2,2,71661327
2130,2020,8,2,3,1472185
2131,2020,8,2,4,26828085
2132,2020,8,2,5,463239
2133,2020,8,2,6,875315
2134,2020,8,2,7,1249120
2135,2020,8,2,0,146165073
2136,2020,8,3,1,65692721
2137,2020,8,3,2,68467496
2138,2020,8,3,3,12326384
2139,2020,8,3,4,67495764
2140,2020,8,3,5,1708358
2141,2020,8,3,6,1400317
2142,2020,8,3,7,1013489
2143,2020,8,3,0,218104529
2144,2020,8,4,1,58794018
2145,2020,8,4,2,71329017
2146,2020,8,4,3,3738990
2147,2020,8,4,4,155366618
2148,2020,8,4,5,3148286
2149,2020,8,4,6,1957760
2150,2020,8,4,7,797908
2151,2020,8,4,0,295132597
2152,2020,8,5,1,32335401
2153,2020,8,5,2,29283589
2154,2020,8,5,3,2177080
2155,2020,8,5,4,2980769
2156,2020,8,5,5,781974
2157,2020,8,5,6,949981
2158,2020,8,5,7,279610
2159,2020,8,5,0,68788404
2160,2021,8,1,1,19009930
2161,2021,8,1,2,37613661
2162,2021,8,1,3,3397281
2163,2021,8,1,4,3080691
2164,2021,8,1,5,111753
2165,2021,8,1,6,801965
2166,2021,8,1,7,442804
2167,2021,8,1,0,64458085
2168,2021,8,2,1,54264910
2169,2021,8,2,2,80431264
2170,2021,8,2,3,1659459
2171,2021,8,2,4,27005181
2172,2021,8,2,5,720982
2173,2021,8,2,6,821771
2174,2021,8,2,7,1123528
2175,2021,8,2,0,166027095
2176,2021,8,3,1,74015656
2177,2021,8,3,2,76264261
2178,2021,8,3,3,12661704
2179,2021,8,3,4,68916943
2180,2021,8,3,5,2118324
2181,2021,8,3,6,1399944
2182,2021,8,3,7,1009612
2183,2021,8,3,0,236386444
2184,2021,8,4,1,74129569
2185,2021,8,4,2,82532069
2186,2021,8,4,3,4224469
2187,2021,8,4,4,165784333
2188,2021,8,4,5,3763868
2189,2021,8,4,6,1957607
2190,2021,8,4,7,668104
2191,2021,8,4,0,333060019
2192,2021,8,5,1,37092512
2193,2021,8,5,2,31832186
2194,2021,8,5,3,2296655
2195,2021,8,5,4,3240837
2196,2021,8,5,5,939161
2197,2021,8,5,6,970996
2198,2021,8,5,7,217092
2199,2021,8,5,0,76589439
2200,2022,8,1,1,19940313
2201,2022,8,1,2,38132601
2202,2022,8,1,3,3379051
2203,2022,8,1,4,3233604
2204,2022,8,1,5,211525
2205,2022,8,1,6,769037
2206,2022,8,1,7,431668
2207,2022,8,1,0,66097799
2208,2022,8,2,1,51553153
2209,2022,8,2,2,81466200
2210,2022,8,2,3,1786640
2211,2022,8,2,4,28930105
2212,2022,8,2,5,531450
2213,2022,8,2,6,762062
2214,2022,8,2,7,1125957
2215,2022,8,2,0,166155567
2216,2022,8,3,1,74499506
2217,2022,8,3,2,77739682
2218,2022,8,3,3,13744821
2219,2022,8,3,4,72052345
2220,2022,8,3,5,2044705
2221,2022,8,3,6,1276111
2222,2022,8,3,7,1041875
2223,2022,8,3,0,242399045
2224,2022,8,4,1,73153637
2225,2022,8,4,2,87272716
2226,2022,8,4,3,4590149
2227,2022,8,4,4,166657968
2228,2022,8,4,5,4468995
2229,2022,8,4,6,1994436
2230,2022,8,4,7,613986
2231,2022,8,4,0,338751887
2232,2022,8,5,1,37313341
2233,2022,8,5,2,32807846
2234,2022,8,5,3,2493564
2235,2022,8,5,4,4011986
2236,2022,8,5,5,855388
2237,2022,8,5,6,909639
2238,2022,8,5,7,218773
2239,2022,8,5,0,78610537
2240,2016,9,1,1,11797022
2241,2016,9,1,2,33920485
2242,2016,9,1,3,3757630
2243,2016,9,1,4,2484688
2244,2016,9,1,5,109730
2245,2016,9,1,6,658563
2246,2016,9,1,7,691930
2247,2016,9,1,0,53420048
2248,2016,9,2,1,41514845
2249,2016,9,2,2,73519370
2250,2016,9,2,3,2065806
2251,2016,9,2,4,23257624
2252,2016,9,2,5,573447
2253,2016,9,2,6,1055095
2254,2016,9,2,7,1284239
2255,2016,9,2,0,143270426
2256,2016,9,3,1,51730621
2257,2016,9,3,2,64975464
2258,2016,9,3,3,11422827
2259,2016,9,3,4,63952152
2260,2016,9,3,5,1487765
2261,2016,9,3,6,1336705
2262,2016,9,3,7,1169062
2263,2016,9,3,0,196074596
2264,2016,9,4,1,51173386
2265,2016,9,4,2,65043797
2266,2016,9,4,3,5186688
2267,2016,9,4,4,164829503
2268,2016,9,4,5,2734050
2269,2016,9,4,6,2228375
2270,2016,9,4,7,692117
2271,2016,9,4,0,291887916
2272,2016,9,5,1,25101613
2273,2016,9,5,2,24983236
2274,2016,9,5,3,3042094
2275,2016,9,5,4,2738878
2276,2016,9,5,5,549892
2277,2016,9,5,6,948816
2278,2016,9,5,7,371747
2279,2016,9,5,0,57736276
2280,2017,9,1,1,11585845
2281,2017,9,1,2,33258574
2282,2017,9,1,3,3588398
2283,2017,9,1,4,2370467
2284,2017,9,1,5,101155
2285,2017,9,1,6,598643
2286,2017,9,1,7,600425
2287,2017,9,1,0,52103507
2288,2017,9,2,1,39198554
2289,2017,9,2,2,71161219
2290,2017,9,2,3,2118373
2291,2017,9,2,4,31155128
2292,2017,9,2,5,525368
2293,2017,9,2,6,1004886
2294,2017,9,2,7,1192457
2295,2017,9,2,0,146355985
2296,2017,9,3,1,49562038
2297,2017,9,3,2,63714853
2298,2017,9,3,3,11808043
2299,2017,9,3,4,65723193
2300,2017,9,3,5,1333155
2301,2017,9,3,6,1325416
2302,2017,9,3,7,1088047
2303,2017,9,3,0,194554745
2304,2017,9,4,1,49559486
2305,2017,9,4,2,66100257
2306,2017,9,4,3,5004588
2307,2017,9,4,4,181038743
2308,2017,9,4,5,2533603
2309,2017,9,4,6,2107028
2310,2017,9,4,7,468611
2311,2017,9,4,0,306812316
2312,2017,9,5,1,24519133
2313,2017,9,5,2,25304480
2314,2017,9,5,3,3074665
2315,2017,9,5,4,3886974
2316,2017,9,5,5,521035
2317,2017,9,5,6,898627
2318,2017,9,5,7,333037
2319,2017,9,5,0,58537951
2320,2018,9,1,1,13120624
2321,2018,9,1,2,34602084
2322,2018,9,1,3,3752876
2323,2018,9,1,4,2532668
2324,2018,9,1,5,126947
2325,2018,9,1,6,773633
2326,2018,9,1,7,515912
2327,2018,9,1,0,55424744
2328,2018,9,2,1,45080986
2329,2018,9,2,2,75120873
2330,2018,9,2,3,2370742
2331,2018,9,2,4,22867354
2332,2018,9,2,5,653248
2333,2018,9,2,6,995191
2334,2018,9,2,7,1119790
2335,2018,9,2,0,148208184
2336,2018,9,3,1,55720193
2337,2018,9,3,2,66916898
2338,2018,9,3,3,12115712
2339,2018,9,3,4,61943234
2340,2018,9,3,5,1509909
2341,2018,9,3,6,1326809
2342,2018,9,3,7,918934
2343,2018,9,3,0,200451689
2344,2018,9,4,1,58182097
2345,2018,9,4,2,71457113
2346,2018,9,4,3,5478717
2347,2018,9,4,4,159233519
2348,2018,9,4,5,2776013
2349,2018,9,4,6,2067739
2350,2018,9,4,7,532983
2351,2018,9,4,0,299728181
2352,2018,9,5,1,27108040
2353,2018,9,5,2,26383865
2354,2018,9,5,3,3273966
2355,2018,9,5,4,3458118
2356,2018,9,5,5,533802
2357,2018,9,5,6,1016197
2358,2018,9,5,7,317212
2359,2018,9,5,0,62091200
2360,2019,9,1,1,13698367
2361,2019,9,1,2,34120676
2362,2019,9,1,3,3472897
2363,2019,9,1,4,2545595
2364,2019,9,1,5,134183
2365,2019,9,1,6,774692
2366,2019,9,1,7,446122
2367,2019,9,1,0,55192532
2368,2019,9,2,1,44469522
2369,2019,9,2,2,74168110
2370,2019,9,2,3,2074870
2371,2019,9,2,4,24611871
2372,2019,9,2,5,621346
2373,2019,9,2,6,1024504
2374,2019,9,2,7,1111773
2375,2019,9,2,0,148081996
2376,2019,9,3,1,55376735
2377,2019,9,3,2,66606727
2378,2019,9,3,3,11929966
2379,2019,9,3,4,60887505
2380,2019,9,3,5,1531248
2381,2019,9,3,6,1518662
2382,2019,9,3,7,940494
2383,2019,9,3,0,198791337
2384,2019,9,4,1,58772339
2385,2019,9,4,2,71161610
2386,2019,9,4,3,5207854
2387,2019,9,4,4,150612759
2388,2019,9,4,5,3004279
2389,2019,9,4,6,2225917
2390,2019,9,4,7,595017
2391,2019,9,4,0,291579775
2392,2019,9,5,1,28577945
2393,2019,9,5,2,26480142
2394,2019,9,5,3,3033283
2395,2019,9,5,4,2974156
2396,2019,9,5,5,632477
2397,2019,9,5,6,1005152
2398,2019,9,5,7,293576
2399,2019,9,5,0,62996731
2400,2020,9,1,1,15941189
2401,2020,9,1,2,32460220
2402,2020,9,1,3,3105806
2403,2020,9,1,4,2725157
2404,2020,9,1,5,133604
2405,2020,9,1,6,785473
2406,2020,9,1,7,411614
2407,2020,9,1,0,55563063
2408,2020,9,2,1,52384344
2409,2020,9,2,2,72082599
2410,2020,9,2,3,1696002
2411,2020,9,2,4,26620546
2412,2020,9,2,5,537114
2413,2020,9,2,6,891691
2414,2020,9,2,7,1030484
2415,2020,9,2,0,155242780
2416,2020,9,3,1,65494089
2417,2020,9,3,2,66101736
2418,2020,9,3,3,10879018
2419,2020,9,3,4,65046016
2420,2020,9,3,5,1430642
2421,2020,9,3,6,1490550
2422,2020,9,3,7,766897
2423,2020,9,3,0,211208948
2424,2020,9,4,1,70699333
2425,2020,9,4,2,71485272
2426,2020,9,4,3,4113031
2427,2020,9,4,4,168773840
2428,2020,9,4,5,3163962
2429,2020,9,4,6,2075331
2430,2020,9,4,7,476027
2431,2020,9,4,0,320786796
2432,2020,9,5,1,33269529
2433,2020,9,5,2,26844785
2434,2020,9,5,3,2411347
2435,2020,9,5,4,3143569
2436,2020,9,5,5,627617
2437,2020,9,5,6,990607
2438,2020,9,5,7,276625
2439,2020,9,5,0,67564079
2440,2021,9,1,1,15262755
2441,2021,9,1,2,32382040
2442,2021,9,1,3,3212018
2443,2021,9,1,4,2804944
2444,2021,9,1,5,150312
2445,2021,9,1,6,735547
2446,2021,9,1,7,374494
2447,2021,9,1,0,54922110
2448,2021,9,2,1,44686055
2449,2021,9,2,2,71260680
2450,2021,9,2,3,2044289
2451,2021,9,2,4,24032345
2452,2021,9,2,5,547691
2453,2021,9,2,6,879944
2454,2021,9,2,7,979752
2455,2021,9,2,0,144430756
2456,2021,9,3,1,58017210
2457,2021,9,3,2,66309339
2458,2021,9,3,3,12281341
2459,2021,9,3,4,64254994
2460,2021,9,3,5,1573013
2461,2021,9,3,6,1495703
2462,2021,9,3,7,862112
2463,2021,9,3,0,204793712
2464,2021,9,4,1,61973742
2465,2021,9,4,2,72747411
2466,2021,9,4,3,4807941
2467,2021,9,4,4,166632367
2468,2021,9,4,5,3418214
2469,2021,9,4,6,2062215
2470,2021,9,4,7,608849
2471,2021,9,4,0,312250739
2472,2021,9,5,1,30007440
2473,2021,9,5,2,27363291
2474,2021,9,5,3,2858871
2475,2021,9,5,4,3179912
2476,2021,9,5,5,715448
2477,2021,9,5,6,992147
2478,2021,9,5,7,243675
2479,2021,9,5,0,65360784
2480,2022,9,1,1,16573900
2481,2022,9,1,2,33791766
2482,2022,9,1,3,3382875
2483,2022,9,1,4,2949152
2484,2022,9,1,5,225088
2485,2022,9,1,6,773922
2486,2022,9,1,7,327371
2487,2022,9,1,0,58024074
2488,2022,9,2,1,47208422
2489,2022,9,2,2,74258949
2490,2022,9,2,3,2064902
2491,2022,9,2,4,24658763
2492,2022,9,2,5,614324
2493,2022,9,2,6,857917
2494,2022,9,2,7,922689
2495,2022,9,2,0,150585966
2496,2022,9,3,1,60041119
2497,2022,9,3,2,69332231
2498,2022,9,3,3,12897048
2499,2022,9,3,4,66823047
2500,2022,9,3,5,1614299
2501,2022,9,3,6,1387812
2502,2022,9,3,7,909394
2503,2022,9,3,0,213004950
2504,2022,9,4,1,66213080
2505,2022,9,4,2,78905329
2506,2022,9,4,3,4918003
2507,2022,9,4,4,159737770
2508,2022,9,4,5,4412955
2509,2022,9,4,6,2136687
2510,2022,9,4,7,489619
2511,2022,9,4,0,316813443
2512,2022,9,5,1,31335795
2513,2022,9,5,2,28457453
2514,2022,9,5,3,2865757
2515,2022,9,5,4,3822018
2516,2022,9,5,5,785521
2517,2022,9,5,6,961242
2518,2022,9,5,7,231524
2519,2022,9,5,0,68459310
2520,2016,10,1,1,10030092
2521,2016,10,1,2,27567331
2522,2016,10,1,3,2982300
2523,2016,10,1,4,2177228
2524,2016,10,1,5,77753
2525,2016,10,1,6,703807
2526,2016,10,1,7,635077
2527,2016,10,1,0,44173588
2528,2016,10,2,1,32925039
2529,2016,10,2,2,58476712
2530,2016,10,2,3,1454514
2531,2016,10,2,4,21678040
2532,2016,10,2,5,406047
2533,2016,10,2,6,1155665
2534,2016,10,2,7,1024946
2535,2016,10,2,0,117120963
2536,2016,10,3,1,43998762
2537,2016,10,3,2,52012882
2538,2016,10,3,3,9499544
2539,2016,10,3,4,61316613
2540,2016,10,3,5,898147
2541,2016,10,3,6,1470813
2542,2016,10,3,7,1185617
2543,2016,10,3,0,170382378
2544,2016,10,4,1,40169098
2545,2016,10,4,2,51721488
2546,2016,10,4,3,3945110
2547,2016,10,4,4,167810033
2548,2016,10,4,5,2145613
2549,2016,10,4,6,2390757
2550,2016,10,4,7,683741
2551,2016,10,4,0,268865840
2552,2016,10,5,1,22303511
2553,2016,10,5,2,20744752
2554,2016,10,5,3,2209043
2555,2016,10,5,4,2686467
2556,2016,10,5,5,448179
2557,2016,10,5,6,1006401
2558,2016,10,5,7,582933
2559,2016,10,5,0,49981286
2560,2017,10,1,1,10223246
2561,2017,10,1,2,27184667
2562,2017,10,1,3,2811611
2563,2017,10,1,4,2127102
2564,2017,10,1,5,78815
2565,2017,10,1,6,677135
2566,2017,10,1,7,490361
2567,2017,10,1,0,43592937
2568,2017,10,2,1,32517077
2569,2017,10,2,2,57582225
2570,2017,10,2,3,1393127
2571,2017,10,2,4,20820391
2572,2017,10,2,5,399796
2573,2017,10,2,6,1119973
2574,2017,10,2,7,966643
2575,2017,10,2,0,114799232
2576,2017,10,3,1,44437446
2577,2017,10,3,2,51485001
2578,2017,10,3,3,9146715
2579,2017,10,3,4,59205910
2580,2017,10,3,5,927176
2581,2017,10,3,6,1460107
2582,2017,10,3,7,1087943
2583,2017,10,3,0,167750298
2584,2017,10,4,1,40272004
2585,2017,10,4,2,53791276
2586,2017,10,4,3,3614351
2587,2017,10,4,4,152362107
2588,2017,10,4,5,2082631
2589,2017,10,4,6,2250398
2590,2017,10,4,7,619255
2591,2017,10,4,0,254992022
2592,2017,10,5,1,22451510
2593,2017,10,5,2,20637452
2594,2017,10,5,3,2001578
2595,2017,10,5,4,3548317
2596,2017,10,5,5,476529
2597,2017,10,5,6,978542
2598,2017,10,5,7,524956
2599,2017,10,5,0,50618884
2600,2018,10,1,1,10542157
2601,2018,10,1,2,26785376
2602,2018,10,1,3,2792710
2603,2018,10,1,4,2253940
2604,2018,10,1,5,91868
2605,2018,10,1,6,793409
2606,2018,10,1,7,509314
2607,2018,10,1,0,43768774
2608,2018,10,2,1,32683810
2609,2018,10,2,2,56844409
2610,2018,10,2,3,1346404
2611,2018,10,2,4,22853481
2612,2018,10,2,5,405172
2613,2018,10,2,6,1068361
2614,2018,10,2,7,945231
2615,2018,10,2,0,116146868
2616,2018,10,3,1,46160279
2617,2018,10,3,2,50474105
2618,2018,10,3,3,9191383
2619,2018,10,3,4,59013745
2620,2018,10,3,5,1035056
2621,2018,10,3,6,1493035
2622,2018,10,3,7,1143884
2623,2018,10,3,0,168511487
2624,2018,10,4,1,41262717
2625,2018,10,4,2,53720103
2626,2018,10,4,3,3619396
2627,2018,10,4,4,161470065
2628,2018,10,4,5,2305007
2629,2018,10,4,6,2230222
2630,2018,10,4,7,601912
2631,2018,10,4,0,265209422
2632,2018,10,5,1,22578770
2633,2018,10,5,2,20504976
2634,2018,10,5,3,2015838
2635,2018,10,5,4,3226376
2636,2018,10,5,5,532369
2637,2018,10,5,6,1043385
2638,2018,10,5,7,588401
2639,2018,10,5,0,50490115
2640,2019,10,1,1,11721849
2641,2019,10,1,2,28456247
2642,2019,10,1,3,3090769
2643,2019,10,1,4,2303815
2644,2019,10,1,5,91897
2645,2019,10,1,6,783839
2646,2019,10,1,7,463961
2647,2019,10,1,0,46912377
2648,2019,10,2,1,34973805
2649,2019,10,2,2,61203346
2650,2019,10,2,3,1649447
2651,2019,10,2,4,23511920
2652,2019,10,2,5,445787
2653,2019,10,2,6,1089634
2654,2019,10,2,7,933366
2655,2019,10,2,0,123807305
2656,2019,10,3,1,46990968
2657,2019,10,3,2,54686770
2658,2019,10,3,3,10241233
2659,2019,10,3,4,57763926
2660,2019,10,3,5,1089134
2661,2019,10,3,6,1904615
2662,2019,10,3,7,914192
2663,2019,10,3,0,173590838
2664,2019,10,4,1,45184463
2665,2019,10,4,2,58345019
2666,2019,10,4,3,4110395
2667,2019,10,4,4,153615183
2668,2019,10,4,5,2320395
2669,2019,10,4,6,2333616
2670,2019,10,4,7,522934
2671,2019,10,4,0,266432005
2672,2019,10,5,1,23793273
2673,2019,10,5,2,22135540
2674,2019,10,5,3,2348699
2675,2019,10,5,4,2757594
2676,2019,10,5,5,564276
2677,2019,10,5,6,1070695
2678,2019,10,5,7,409451
2679,2019,10,5,0,53079528
2680,2020,10,1,1,12557903
2681,2020,10,1,2,25033930
2682,2020,10,1,3,2252400
2683,2020,10,1,4,2423097
2684,2020,10,1,5,84038
2685,2020,10,1,6,811371
2686,2020,10,1,7,395168
2687,2020,10,1,0,43557907
2688,2020,10,2,1,34871996
2689,2020,10,2,2,55163178
2690,2020,10,2,3,1118364
2691,2020,10,2,4,24962606
2692,2020,10,2,5,349723
2693,2020,10,2,6,1024688
2694,2020,10,2,7,813180
2695,2020,10,2,0,118303735
2696,2020,10,3,1,47989985
2697,2020,10,3,2,50677303
2698,2020,10,3,3,8923946
2699,2020,10,3,4,59473092
2700,2020,10,3,5,1082566
2701,2020,10,3,6,1646248
2702,2020,10,3,7,878897
2703,2020,10,3,0,170672037
2704,2020,10,4,1,46878126
2705,2020,10,4,2,54414667
2706,2020,10,4,3,2915080
2707,2020,10,4,4,151231826
2708,2020,10,4,5,2299259
