,year,month,day,temp,cloud,rainfall_total,Humidity_mean,solar,customer,wh,kwh
664,2022,10,27,15.1,2.1,0,56,15.97,762113,61234026.53,13106388.74
665,2022,10,28,14.7,0,0,71.5,15.32,763283,75810231.31,11487137.53
666,2022,10,29,15.1,3.4,0,66,12.59,764051,79008401.81,12121779.07
667,2022,10,30,15.9,2.5,0,65,15.41,763429,68970811.78,13829337.81
668,2022,10,31,15.4,2.4,0,65.9,15.06,763387,81772545.29,14521871.87
669,2022,11,1,14.5,0,0,74.8,14.38,764514,67265469.82,13986739.02
670,2022,11,2,13,0,0,65,15.25,765248,221085749.8,16372424.56
671,2022,11,3,12.2,2.5,0,56.9,13.99,766325,56097106.32,12768354.26
672,2022,11,4,8.9,3,0,43.9,15.39,767336,144425153.8,11697630.26
673,2022,11,5,9.1,0.5,0,43.6,15.6,768244,63412395.29,12794205.77
674,2022,11,6,9.7,1.5,0,62.1,14.28,768030,74060295.53,13111226.03
675,2022,11,7,11.4,0.6,0,60.5,13.3,767971,75721233.67,14814433.21
676,2022,11,8,12.1,1,0,65.4,13.75,768646,104212141.7,13596317.79
677,2022,11,9,12.4,2.9,0,59.6,13.27,769556,55233460.06,11181206.79
678,2022,11,10,15,2.6,0,50.6,12.83,770366,206606999,13321260.48
679,2022,11,11,16.7,2,0,56.4,12.72,770889,67125305.69,12964657.26
680,2022,11,12,18.5,7.1,21.1,79.6,9.77,771411,63725130.07,11545039.68
681,2022,11,13,11.6,9.3,10.5,79.1,3.95,771036,47186485.27,10578613.77
682,2022,11,14,10.7,6.6,0,70,9.47,771016,68941712.57,12860473.35
683,2022,11,15,9.5,0.3,0,64.4,12.78,772333,42709974.22,10509845.18
684,2022,11,16,10.8,3.8,0,62.4,12.89,774458,66495731.45,13052197.33
685,2022,11,17,11.3,3,0,50.8,13.53,775808,67800738.26,15349595.18
686,2022,11,18,11.8,0,0,50.9,14.13,776065,55609740.82,11193980.26
687,2022,11,19,13.5,3.3,0,50.1,12.62,777580,54610306.56,11568073
688,2022,11,20,13.6,5.9,0.4,77.9,6.13,777551,50722245.74,10371749.74
689,2022,11,21,12.6,5.5,0,74.9,8.58,777536,146136936.7,13883899.41
690,2022,11,22,12.5,10,1.9,78,3.76,778688,93786621.72,15626130.64
691,2022,11,23,11.9,4.5,0.8,70.8,11.27,779457,100415789.9,13384650.12
692,2022,11,24,11,4.3,0,60.9,11.17,780615,80418684.02,14557564.36
693,2022,11,25,11.6,4.5,0,62.6,11.54,781560,45331547.11,11103412.18
694,2022,11,26,11.1,1.8,0,52.4,12.2,781464,61981311.43,12169330.43
695,2022,11,27,9.7,4.3,0,39.6,11.45,781511,64009065.12,12998991
696,2022,11,28,15.6,7.5,4.8,87.4,3.63,781514,73221705.82,14071416.64
697,2022,11,29,11.3,9.8,7.2,69.3,3.71,781807,59562935.62,12740779.3
698,2022,11,30,0.5,8.8,0,49.3,9.41,782405,52253862.55,11724324.36
699,2022,12,1,0.2,6.4,0,41.8,11.31,783153,50985853.82,12564512.52
700,2022,12,2,2.2,3.1,0,43.6,13.07,786186,108371467.6,15839575.49
701,2022,12,3,5.6,8.3,0,60.9,6.4,787385,58186359.91,13159442.98
702,2022,12,4,2.4,6.9,0,36.1,8.78,787385,85610475.65,12458424.04
703,2022,12,5,0.7,4.4,0,30,10.14,787385,96653148.98,12957755.36
704,2022,12,6,3.3,4.4,0,44.4,10.55,787218,79764866.83,15165769.45
705,2022,12,7,5.5,1.4,0,53.8,11.77,790077,55047470.47,13167742.54
706,2022,12,8,6.5,5.1,0,55.1,11.37,791280,38280027.91,10559891.41
707,2022,12,9,7.4,4.9,0,62.4,6.98,792285,37906062.91,8927138.34
708,2022,12,10,5.1,6.3,0,66.3,4.73,793373,28411397.33,8332908.76
709,2022,12,11,5.1,2,0,50.1,11.91,793298,28726645.58,7956653.41
710,2022,12,12,3.8,7.4,0,66,5.82,793329,45516999.17,10004384.45
711,2022,12,13,5.1,7,0.5,57.9,6.66,794050,46848187.68,10746430.67
712,2022,12,14,-2.3,3,1.7,63.9,12.13,795534,61356364.37,9981755.58
713,2022,12,15,1.3,6.3,0.1,61.3,10.98,795815,45112056.67,9775442.19
714,2022,12,16,0.4,8.1,0,39.9,8.64,796311,45394132.3,11309669.8
715,2022,12,17,-2.2,6.3,2.9,57.6,5.56,797038,43888798.42,10425747.2
716,2022,12,18,-5,5.6,4.6,72.8,6.08,796975,43194033.5,9978218.91
717,2022,12,19,-2.9,3.8,0.1,74.6,9.43,796940,35849768.21,10169089.74
718,2022,12,20,0.8,3,0,74.4,12.47,797097,44317092.43,9832706.99
719,2022,12,21,2.6,8.1,4.2,90.4,3.28,799844,43434313.39,11573044.8
720,2022,12,22,-1.5,8.3,2.5,78.4,2.94,799983,42407068.08,11527319.54
721,2022,12,23,-4.1,8,13.9,88.4,1.32,799900,46224068.57,10560015.07
722,2022,12,24,-5,3.4,0.1,75.8,7.5,799877,58763001.1,12851421.38
723,2022,12,25,-2.7,4.1,0,76.9,9.7,799864,65045114.04,13222843.69
724,2022,12,26,-0.6,2.6,0,78.8,10.04,799870,56045364.31,12063284.26
725,2022,12,27,0.3,1.8,0,74.1,13.08,800308,31743683.54,9442942.4
726,2022,12,28,-0.2,5.3,0,75.4,9.62,802036,32641190.23,9679363.18
727,2022,12,29,0.7,2.1,0,63.3,12.25,803784,58820056.15,11754265.48
728,2022,12,30,1,6.3,0,70.4,9.25,805066,52733978.57,12149583.1
729,2022,12,31,1.4,1.4,0,66.1,12.02,805564,44225974.1,11472992.97
